,Company,Product,TypeName,Ram,Weight,Price_euros,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
210,Acer,Aspire 7,Notebook,8,2.4,779.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
211,Asus,ROG GL703VD-GC028T,Gaming,16,2.9,1407.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
212,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,4,2.1,349.0,0,141.21199808219862,Intel Core i3,0,500,Intel,Others/No OS/Linux
213,Lenovo,IdeaPad 320-15IKBN,Notebook,8,2.2,549.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Others/No OS/Linux
214,Huawei,MateBook X,Ultrabook,8,1.05,1499.0,1,199.69207064108247,Intel Core i7,512,0,Intel,Windows
215,Dell,Inspiron 5370,Ultrabook,8,1.4,931.88,1,165.6321180513006,Intel Core i7,256,0,AMD,Windows
216,Lenovo,IdeaPad 320-17IKB,Notebook,8,2.8,589.0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
217,HP,Probook 440,Notebook,8,1.63,1031.0,0,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
218,Dell,Latitude 5490,Ultrabook,8,1.6,1149.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
219,Dell,Inspiron 5379,2 in 1 Convertible,16,1.62,1279.0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
220,Dell,Inspiron 3576,Notebook,8,2.2,677.35,0,141.21199808219862,Intel Core i5,256,0,AMD,Others/No OS/Linux
221,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,8,1.74,899.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
222,Toshiba,Portege Z30-C-16L,Ultrabook,8,1.2,1363.0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
223,HP,ProBook 450,Notebook,8,2.1,794.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
224,Dell,Alienware 17,Gaming,16,4.42,2456.34,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
225,Acer,Aspire E5-576G,Notebook,8,2.2,832.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
226,Dell,Inspiron 5567,Notebook,16,2.3,859.01,0,141.21199808219862,Intel Core i7,0,1024,AMD,Windows
227,Asus,Vivobook X541UV-DM1217T,Notebook,8,2.0,769.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
228,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,8,2.69,891.0,0,127.33567457123111,Intel Core i5,256,500,Nvidia,Windows
229,HP,ZBook 15u,Notebook,8,1.9,1269.0,0,141.21199808219862,Intel Core i7,0,1024,AMD,Windows
230,Asus,Pro P2540UA-XO0198T,Notebook,4,2.37,398.99,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
231,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,4,2.1,330.0,0,100.45466986113651,AMD Processor,0,500,AMD,Windows
232,Lenovo,Legion Y720-15IKB,Gaming,16,3.2,1499.0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
233,Dell,Vostro 5468,Notebook,8,1.6,859.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
234,Acer,Aspire R7,2 in 1 Convertible,8,1.6,689.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
235,Dell,Inspiron 5567,Notebook,16,2.36,899.0,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
236,Acer,Aspire A315-51,Notebook,4,2.1,390.0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Others/No OS/Linux
237,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,4,2.2,575.0,0,141.21199808219862,AMD Processor,128,1024,AMD,Windows
238,Asus,ROG G703VI-E5062T,Gaming,32,4.7,3890.0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
239,Acer,Nitro AN515-51,Gaming,8,2.5,846.0,1,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
240,Lenovo,IdeaPad 320-15ISK,Notebook,8,2.2,589.0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
241,Asus,VivoBook Pro,Notebook,8,2.1,1145.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
242,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,8,2.69,889.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Others/No OS/Linux
243,Dell,Inspiron 5577,Gaming,8,2.56,879.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
244,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,8,1.38,1079.0,1,158.48253022174808,Intel Core i7,256,0,Intel,Windows
245,Dell,Inspiron 5570,Notebook,8,2.2,985.0,0,141.21199808219862,Intel Core i7,128,2048,AMD,Windows
246,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,8,2.04,559.0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
247,Asus,Rog G701VIK-BA060T,Gaming,16,3.6,2999.0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
248,HP,ProBook 430,Notebook,4,1.49,675.0,1,165.6321180513006,Intel Core i5,0,500,Intel,Windows
249,Apple,MacBook Pro,Ultrabook,8,1.37,2040.0,1,226.98300468106115,Intel Core i5,512,0,Intel,Mac
250,Dell,Inspiron 5579,2 in 1 Convertible,8,2.08,819.0,1,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
251,Asus,ROG G752VSK-GC493T,Gaming,16,4.3,1799.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
252,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,4,1.68,469.0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
253,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,8,1.37,1849.0,1,158.48253022174808,Intel Core i7,512,0,Intel,Windows
254,Acer,Aspire 5,Notebook,4,3.0,702.0,1,127.33567457123111,Intel Core i3,256,0,Nvidia,Windows
255,Dell,Vostro 5370,Ultrabook,8,1.41,949.0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
256,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,8,1.91,445.9,0,100.45466986113651,AMD Processor,128,0,AMD,Windows
257,HP,Envy 17-U275cl,Notebook,16,2.9,1059.0,1,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
258,MSI,GT73EVR 7RE,Gaming,16,4.14,2499.0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
259,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,8,2.0,1699.0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
260,Dell,Inspiron 5770,Notebook,8,2.8,1142.0,0,127.33567457123111,Intel Core i7,128,1024,AMD,Windows
261,Lenovo,IdeaPad 320-15ISK,Notebook,4,2.2,444.0,0,141.21199808219862,Intel Core i3,256,0,Intel,Others/No OS/Linux
262,HP,ProBook 450,Notebook,4,2.1,722.0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
263,Dell,Vostro 3568,Notebook,4,2.18,657.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
264,Dell,Inspiron 3567,Notebook,8,2.24,565.0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
265,Dell,Inspiron 5579,2 in 1 Convertible,8,2.67,799.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
266,Asus,ZenBook Flip,2 in 1 Convertible,8,1.1,1499.0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
267,Lenovo,IdeaPad 320-15IKBN,Notebook,4,2.2,467.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
268,HP,Probook 470,Notebook,8,2.5,1018.0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
269,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,8,2.05,880.0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
270,Apple,MacBook Pro,Ultrabook,8,1.37,1958.9,1,226.98300468106115,Intel Core i5,512,0,Intel,Mac
271,Asus,Rog Strix,Gaming,16,3.2,1549.0,0,127.33567457123111,AMD Processor,256,1024,AMD,Windows
272,Dell,Inspiron 3576,Notebook,8,2.14,735.07,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
273,Lenovo,ThinkPad X1,2 in 1 Convertible,16,1.36,2499.0,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
274,Toshiba,Satellite Pro,Notebook,8,2.2,812.0,0,100.45466986113651,Intel Core i7,0,500,Nvidia,Windows
275,Dell,Inspiron 5567,Notebook,12,2.3,713.07,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
276,Dell,Inspiron 5770,Notebook,8,2.8,1099.0,0,127.33567457123111,Intel Core i7,128,1024,AMD,Others/No OS/Linux
277,Acer,Aspire A515-51G,Notebook,8,2.2,745.0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
278,Lenovo,IdeaPad 320-17ISK,Notebook,4,2.8,489.0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
279,Lenovo,IdeaPad 320-17IKBR,Notebook,8,2.8,849.0,0,127.33567457123111,Intel Core i7,0,2048,Nvidia,Others/No OS/Linux
280,Lenovo,IdeaPad 320-17IKB,Notebook,6,2.8,859.0,0,106.11306214269258,Intel Core i7,128,1024,Nvidia,Windows
281,Dell,Inspiron 3567,Notebook,4,2.25,428.0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Others/No OS/Linux
282,Lenovo,Legion Y520-15IKBN,Gaming,8,2.5,829.0,1,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
283,Lenovo,Ideapad 320-15IKBN,Notebook,6,2.2,579.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
284,Acer,Aspire A517-51G,Notebook,8,3.0,951.0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
285,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,12,2.15,659.0,1,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
286,Lenovo,Thinkpad T570,Notebook,8,1.95,1097.0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
287,Asus,VivoBook S15,Ultrabook,8,1.7,977.0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
288,Lenovo,Legion Y520-15IKBN,Gaming,16,2.5,1179.0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
289,Lenovo,IdeaPad 320-15IKB,Notebook,8,2.2,659.01,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
290,Acer,Chromebook C910-C2ST,Notebook,2,2.19,199.0,0,100.45466986113651,Other Intel Processor,16,0,Intel,Others/No OS/Linux
291,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,8,3.0,1187.0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
292,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,8,2.54,489.0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
293,Dell,XPS 15,Notebook,8,2.0,1829.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
294,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,8,2.05,739.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
295,Lenovo,Legion Y720-15IKB,Gaming,8,3.2,1299.0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
296,Acer,Aspire A715-71G,Notebook,8,2.5,979.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
297,Dell,Precision 7720,Workstation,16,3.42,2884.86,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
298,Lenovo,IdeaPad 310-15ABR,Notebook,6,2.4,499.0,0,141.21199808219862,AMD Processor,0,1024,AMD,Windows
299,Asus,ZenBook UX530UQ-PRO,Ultrabook,16,1.63,1468.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
300,Asus,VivoBook S14,Notebook,4,1.3,509.0,0,111.93520355955211,Intel Core i3,128,0,Intel,Windows
301,Asus,Rog GL702VS-GC095T,Gaming,16,2.9,2122.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
302,Lenovo,IdeaPad 320-17IKB,Notebook,6,2.8,649.0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Windows
303,Lenovo,IdeaPad 320-15IKBN,Notebook,8,2.2,549.0,0,100.45466986113651,Intel Core i5,0,2048,Nvidia,Others/No OS/Linux
304,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,8,2.5,1265.0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
305,Lenovo,IdeaPad 320-15IAP,Notebook,4,2.2,359.99,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
306,HP,EliteBook x360,2 in 1 Convertible,16,1.28,1975.0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
307,Toshiba,Satellite Pro,Notebook,8,2.2,1043.0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
308,Lenovo,IdeaPad 320-15IKB,Notebook,8,2.3,819.0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
309,HP,250 G6,Notebook,4,1.86,469.0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
310,Lenovo,IdeaPad 720S-13IKB,Notebook,8,1.1,999.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
311,Dell,XPS 13,Ultrabook,16,1.21,2499.0,1,331.2642361026012,Intel Core i7,1024,0,Intel,Windows
312,MSI,GE63VR 7RF,Gaming,16,2.8,2099.0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
313,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,8,2.23,469.0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
314,Asus,VivoBook Flip,2 in 1 Convertible,2,1.1,275.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
315,Dell,Inspiron 5570,Notebook,8,2.33,844.0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
316,HP,Spectre x360,2 in 1 Convertible,16,1.29,2449.0,1,331.2642361026012,Intel Core i7,1024,0,Intel,Windows
317,Lenovo,ThinkPad 13,Notebook,4,1.45,459.9,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
318,HP,ProBook 640,Notebook,8,1.95,980.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
319,Acer,TravelMate B,Notebook,4,1.4,485.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
320,HP,Elitebook 840,Notebook,8,1.48,1292.0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
321,Lenovo,IdeaPad 320-17IKB,Notebook,4,2.79,589.0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Windows
322,Asus,ZenBook UX410UA-GV183T,Notebook,8,2.0,1094.0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
323,HP,ProBook 450,Notebook,8,2.1,902.0,1,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
324,Acer,Aspire 5,Notebook,8,2.2,659.0,0,100.45466986113651,AMD Processor,256,0,AMD,Windows
325,Lenovo,IdeaPad 120S-14IAP,Notebook,4,1.44,292.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
326,Acer,Aspire E5-575,Notebook,6,2.23,549.0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
327,Asus,VivoBook S15,Ultrabook,8,1.7,1049.9,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
328,HP,Elitebook 820,Ultrabook,8,1.26,1335.0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
329,Dell,XPS 15,Notebook,32,2.06,2639.0,0,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
330,MSI,GL72M 7REX,Gaming,8,2.7,1199.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
331,Toshiba,Satellite Pro,Notebook,8,2.0,943.0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
332,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,8,2.0,1334.0,0,157.3505121487356,Intel Core i7,256,1024,Intel,Windows
333,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,4,1.85,449.0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
334,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,8,2.5,999.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
335,HP,EliteBook 840,Notebook,8,1.48,1268.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
336,Dell,Inspiron 7570,Ultrabook,8,1.9,1049.0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
337,HP,Elitebook 850,Notebook,8,1.84,1144.0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
338,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,4,2.0,274.99,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
339,Dell,Inspiron 7570,Notebook,8,2.0,1142.75,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
340,Dell,Inspiron 3552,Notebook,4,2.2,274.9,0,100.45466986113651,Other Intel Processor,0,500,Intel,Others/No OS/Linux
341,Lenovo,IdeaPad 320-15ABR,Notebook,12,2.2,899.0,0,141.21199808219862,AMD Processor,0,2048,AMD,Windows
342,HP,ProBook 450,Notebook,8,2.1,716.0,1,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
343,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,16,1.4,2099.0,1,316.96506044349616,Intel Core i7,512,0,Intel,Windows
344,Dell,XPS 13,Ultrabook,8,1.2,1579.0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
345,Lenovo,Legion Y520-15IKBN,Gaming,16,2.4,1129.0,1,141.21199808219862,Intel Core i7,256,2048,Nvidia,Windows
346,HP,Stream 14-AX001nv,Notebook,2,1.44,279.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
347,Dell,Latitude 5590,Ultrabook,16,1.88,1607.96,0,141.21199808219862,Intel Core i7,512,0,Intel,Windows
348,Asus,VivoBook Flip,2 in 1 Convertible,4,1.5,375.0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
349,Dell,Inspiron 5570,Ultrabook,8,1.9,663.0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
350,Dell,XPS 15,Notebook,16,2.06,2027.42,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
351,HP,Elitebook 850,Notebook,8,1.84,1304.0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
352,MSI,GP72MVR 7RFX,Gaming,8,2.7,1409.0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
353,HP,Zbook 15,Workstation,8,2.6,1738.27,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
354,Toshiba,Tecra A50-C-21G,Notebook,16,2.4,1403.0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
355,Dell,Inspiron 5570,Notebook,8,2.02,970.9,0,141.21199808219862,Intel Core i7,128,2048,AMD,Windows
356,Lenovo,IdeaPad 320-15IAP,Notebook,4,2.2,321.99,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
357,Dell,Inspiron 7577,Gaming,8,2.65,999.0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
358,Dell,Inspiron 3567,Notebook,8,2.36,557.37,0,100.45466986113651,Intel Core i5,0,2048,Intel,Windows
359,Dell,Latitude 7480,Notebook,8,1.36,1427.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
360,HP,250 G6,Notebook,4,1.86,439.0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
361,Asus,Zenbook UX410UA-GV027T,Notebook,8,2.0,945.0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
362,Lenovo,IdeaPad 320-17IKB,Notebook,6,2.8,719.0,0,106.11306214269258,Intel Core i5,128,1024,Nvidia,Windows
363,HP,250 G6,Notebook,8,1.86,639.0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
364,Lenovo,IdeaPad 320-15ISK,Notebook,8,2.2,499.0,0,100.45466986113651,Intel Core i3,256,0,Nvidia,Others/No OS/Linux
365,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,8,2.04,389.0,0,100.45466986113651,Other Intel Processor,0,2048,Intel,Windows
366,Dell,Inspiron 5770,Notebook,8,2.8,1085.0,0,127.33567457123111,Intel Core i5,128,1024,AMD,Windows
367,Lenovo,Legion Y520-15IKBN,Gaming,8,2.4,809.0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Others/No OS/Linux
368,Dell,Inspiron 5567,Notebook,8,2.33,899.0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
369,HP,Elitebook 1040,Ultrabook,8,1.36,1750.0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
370,Asus,ZenBook Flip,2 in 1 Convertible,12,2.26,1099.0,0,141.21199808219862,Intel Core i7,512,2048,Nvidia,Windows
371,Acer,Aspire 3,Notebook,4,2.1,426.0,0,100.45466986113651,AMD Processor,128,0,AMD,Windows
372,Asus,Rog Strix,Gaming,16,3.25,2199.0,1,127.33567457123111,AMD Processor,256,1024,AMD,Windows
373,Lenovo,IdeaPad 110-17ACL,Notebook,4,2.6,489.0,0,106.11306214269258,AMD Processor,128,0,AMD,Windows
374,Dell,Inspiron 5379,2 in 1 Convertible,8,1.62,869.01,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
375,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,4,1.91,488.99,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
376,Lenovo,Yoga 11e,Netbook,4,1.59,553.0,1,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
377,Dell,Inspiron 3552,Notebook,4,1.8,309.0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
378,Asus,VivoBook E403NA,Notebook,4,1.5,286.0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
379,Acer,Aspire 7,Notebook,8,2.4,846.0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
380,HP,Omen 17-w212nv,Gaming,8,3.35,1191.0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
381,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,4,1.85,403.5,0,141.21199808219862,Intel Core i3,128,0,Intel,Others/No OS/Linux
382,Asus,ROG Strix,Gaming,8,2.3,1655.0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
383,Lenovo,IdeaPad 720S-14IKB,Notebook,8,1.5,1099.0,1,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
384,Asus,Zenbook Flip,Ultrabook,16,1.1,1748.9,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
385,Lenovo,Thinkpad X1,Ultrabook,8,1.13,2282.0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
386,Lenovo,Ideapad 510S-13IKB,Notebook,4,1.5,549.0,1,165.6321180513006,Intel Core i3,128,0,Intel,Windows
387,Dell,Precision 3510,Workstation,8,2.23,1369.0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
388,Dell,Precision 5520,Workstation,8,2.0,2135.0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
389,Lenovo,ThinkPad X1,2 in 1 Convertible,16,1.42,2509.0,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
390,Asus,Rog GL753VD-GC042T,Gaming,8,3.0,1039.0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
391,Asus,Rog GL753VE-GC070T,Gaming,16,3.0,1591.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
392,Acer,Aspire 5,Notebook,12,2.2,693.99,1,100.45466986113651,Intel Core i5,0,1024,Nvidia,Windows
393,MSI,Leopard GP72M,Gaming,8,2.7,1349.0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
394,Dell,Inspiron 5567,Notebook,8,2.33,778.87,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
395,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,4,1.91,499.0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
396,Lenovo,ThinkPad E580,Notebook,8,2.1,1229.56,1,141.21199808219862,Intel Core i7,256,0,AMD,Windows
397,Lenovo,ThinkPad L470,Notebook,8,1.9,938.0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
398,Dell,Precision M5520,Workstation,8,1.78,2712.0,0,282.42399616439724,Intel Core i7,256,0,Nvidia,Windows
399,Lenovo,Thinkpad X1,Ultrabook,16,1.13,2625.0,1,209.8006828649808,Intel Core i7,1024,0,Intel,Windows
400,Lenovo,IdeaPad 320-15IAP,Notebook,4,2.2,306.0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
401,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,16,2.9,1529.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
402,Lenovo,ThinkPad E580,Notebook,8,2.1,1144.5,1,141.21199808219862,Intel Core i5,256,1024,AMD,Windows
403,Acer,Aspire 7,Notebook,8,2.5,879.0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
404,MSI,GE73VR 7RF,Gaming,16,2.8,2249.0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
405,Asus,Zenbook 3,Ultrabook,8,1.1,1873.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
406,Toshiba,Portege Z30-C-16P,Ultrabook,16,1.2,1747.0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
407,Dell,Latitude 7480,Ultrabook,8,1.36,1680.0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
408,Lenovo,IdeaPad 320-15ISK,Notebook,4,2.2,409.0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
409,Lenovo,Lenovo IdeaPad,Notebook,2,1.15,304.45,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,ThinkPad P51,Workstation,8,2.67,1925.0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
411,Lenovo,Thinkpad T470p,Ultrabook,8,1.7,1943.0,1,209.8006828649808,Intel Core i7,512,0,Nvidia,Windows
412,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,4,2.1,469.0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Windows
413,Acer,Aspire R7,2 in 1 Convertible,8,1.6,789.01,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
414,Asus,ZenBook Flip,2 in 1 Convertible,8,1.27,928.0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
415,Dell,Inspiron 3567,Notebook,4,2.3,598.9,0,141.21199808219862,Intel Core i5,256,0,AMD,Others/No OS/Linux
416,Dell,Latitude 3380,Notebook,4,1.65,689.0,0,117.82653006268643,Intel Core i3,128,0,Intel,Windows
417,HP,EliteBook 1040,Ultrabook,8,1.43,1500.0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
